pckg, tiempo_envio [ns], tiempo_recibido [ns], terminal_envio, terminal_recibido, latencia [ns], profunidad, drivers
012d6123,23625,24285,3,1,660,14,5
01069f21,34175,34975,4,1,800,14,5
00c380d2,135005,135385,2,0,380,14,5
014b3411,135005,135745,1,1,740,14,5
04c603b3,135005,136105,3,4,1100,14,5
03bc05b2,135005,136465,2,3,1460,14,5
0207ae84,135005,136825,4,2,1820,14,5
028bdf24,135005,137185,4,2,2180,14,5
03cdb123,135005,138265,3,3,3260,14,5
0303e961,135005,138625,1,3,3620,14,5
009e7394,337085,337535,4,0,450,14,5
04bf6d30,337205,337895,0,4,690,14,5
03a595b2,337355,338265,2,3,910,14,5
0092f853,337235,338625,3,0,1390,14,5
0228f1f4,337125,338985,4,2,1860,14,5
03f38864,438255,438685,4,3,430,14,5
03caf2a0,438145,439045,0,3,900,14,5
00a0c8e1,438335,439405,1,0,1070,14,5
00617732,438545,439765,2,0,1220,14,5
01ff29c3,438365,440125,3,1,1760,14,5
02599fa0,438445,440495,0,2,2050,14,5
04dbc263,438525,440885,3,4,2360,14,5
00bb4a33,539035,539425,3,0,390,14,5
028565f4,539285,539925,4,2,640,14,5
018db5a0,539495,540285,0,1,790,14,5
0491ae61,539445,540645,1,4,1200,14,5
0595e81b,12095,12525,6,5,430,14,13
0597b0d8,12325,12975,12,5,650,14,13
05056638,12225,13445,6,5,1220,14,13
04f998d1,23095,23685,1,4,590,14,13
00df78c1,23555,24275,1,0,720,14,13
06de9f91,34055,34485,4,6,430,14,13
0c784c58,34125,34855,6,12,730,14,13
0707ae8b,34565,35225,8,7,660,14,13
013d2aa0,34175,35585,9,1,1410,14,13
03724c61,34075,36305,11,3,2230,14,13
07a4ec5a,34605,36665,12,7,2060,14,13
08fdd6b7,35455,37025,0,8,1570,14,13
04272778,34245,37385,1,4,3140,14,13
05c380d8,35305,37745,2,5,2440,14,13
05e28bd5,34675,38105,3,5,3430,14,13
038495c5,34625,38465,4,3,3840,14,13
0b8bdf26,35955,38825,5,11,2870,14,13
0b696ce7,34485,39185,6,11,4700,14,13
09726659,34845,39545,7,9,4700,14,13
0003e961,35155,39905,8,0,4750,14,13
04a12898,36295,40985,11,4,4690,14,13
0950deb5,36385,41705,0,9,5320,14,13
0c7be71c,36875,42065,1,12,5190,14,13
066333ac,37115,42785,3,6,5670,14,13
037d653b,35405,43145,4,3,7740,14,13
07c603bc,37025,43505,5,7,6480,14,13
049650a0,35815,43865,6,4,8050,14,13
00241852,36935,44225,7,0,7290,14,13
0c513ae0,36615,44595,9,12,7980,14,13
0399bf15,37295,44965,11,3,7670,14,13
093327e8,37195,45325,12,9,8130,14,13
0730762c,37425,45685,0,7,8260,14,13
07fcd848,135005,135385,8,7,380,14,13
061559fc,135005,135745,12,6,740,14,13
09ccec29,135005,136105,9,9,1100,14,13
0b2ae3f1,135005,136465,1,11,1460,14,13
018fdf71,135005,136825,1,1,1820,14,13
044bf942,135005,137545,2,4,2540,14,13
00261f70,135005,137905,0,0,2900,14,13
0a408da0,135005,138265,0,10,3260,14,13
0359f26c,135005,138625,12,3,3620,14,13
06791860,135005,138985,0,6,3980,14,13
03efda94,135005,139345,4,3,4340,14,13
060c96b8,135005,139705,8,6,4700,14,13
018568f8,135005,140065,8,1,5060,14,13
0c12f967,135005,140425,7,12,5420,14,13
00a595b7,135005,140785,7,0,5780,14,13
018565f4,135005,141145,4,1,6140,14,13
0240cd08,135005,141505,8,2,6500,14,13
0c187792,135005,141865,2,12,6860,14,13
0071a464,135005,142225,4,0,7220,14,13
0b7901ca,135005,142585,10,11,7580,14,13
02737969,135005,142945,9,2,7940,14,13
018d14e5,135005,143665,5,1,8660,14,13
07345cac,135005,144025,12,7,9020,14,13
06521323,135005,144385,3,6,9380,14,13
02e45929,337045,337875,9,2,830,14,13
0875f4ba,337225,338235,10,8,1010,14,13
059fdecb,337375,338595,11,5,1220,14,13
024e02d0,337135,338965,0,2,1830,14,13
089b0c24,337245,339705,4,8,2460,14,13
0ae1bd18,337475,340455,8,10,2980,14,13
03cf61e0,337265,340885,0,3,3620,14,13
0361c868,337555,341375,8,3,3820,14,13
01fe9537,438205,438965,7,1,760,14,13
073e2044,539165,539595,4,7,430,14,13
02535246,1055,1515,6,2,460,8,13
024d6099,12075,12525,6,2,450,8,13
02f998d4,12245,12895,8,2,650,8,13
0295e814,12065,13325,0,2,1260,8,13
02056632,12155,14085,5,2,1930,8,13
02752122,12355,14575,0,2,2220,8,13
0228465a,12295,15005,5,2,2710,8,13
043e3010,23035,23415,0,4,380,8,13
02457ed0,23295,24005,0,2,710,8,13
06df78c5,34015,34625,11,6,610,8,13
08de9f94,34085,35015,1,8,930,8,13
083d2aab,34205,35375,2,8,1170,8,13
00ff7e57,34285,35735,3,0,1450,8,13
08784c5a,34175,36105,5,8,1930,8,13
01696ceb,34585,36465,6,1,1880,8,13
05a4ec52,34625,37185,8,5,2560,8,13
058495c6,34685,37905,10,5,3220,8,13
05513ae6,36655,38265,11,5,1610,8,13
07726658,34825,38625,12,7,3800,8,13
0914c3c1,35945,38985,0,9,3040,8,13
08b582d4,34815,39345,1,8,4530,8,13
002d6127,34345,39705,2,0,5360,8,13
093b813b,35245,40065,3,9,4820,8,13
009650a0,35845,40425,4,0,4580,8,13
04b34d81,36185,41145,6,4,4960,8,13
0b241859,36885,41505,7,11,4620,8,13
07a12899,36325,41865,8,7,5540,8,13
0c3327e2,36985,42225,9,12,5240,8,13
052554f4,36925,42585,10,5,5660,8,13
08fdd2aa,36755,42955,12,8,6200,8,13
058bdf27,36025,43675,1,5,7650,8,13
07a4b154,37085,44035,2,7,6950,8,13
07502bc4,36685,44395,3,7,7710,8,13
0a99bf19,37105,44755,4,10,7650,8,13
016333a6,36965,45125,6,1,8160,8,13
087a6fd6,135005,135385,6,8,380,8,13
05307627,135005,135745,7,5,740,8,13
05bc05bb,135005,136105,11,5,1100,8,13
01ccec23,135005,136465,3,1,1460,8,13
0428f1fc,135005,136825,12,4,1820,8,13
0a563584,135005,137185,4,10,2180,8,13
039a82f2,135005,137545,2,3,2540,8,13
0bfc1299,135005,137905,9,11,2900,8,13
0940cd03,135005,138265,3,9,3260,8,13
01eed569,135005,138625,9,1,3620,8,13
054bf949,135005,138985,9,5,3980,8,13
015e276c,135005,139345,12,1,4340,8,13
05ebab45,135005,139705,5,5,4700,8,13
01ea7669,135005,140065,9,1,5060,8,13
044569f4,135005,140425,4,4,5420,8,13
0812f961,135005,140785,1,8,5780,8,13
0a5816d8,135005,141145,8,10,6140,8,13
002ae3f9,135005,141505,9,0,6500,8,13
05617738,135005,141865,8,5,6860,8,13
0791ae60,135005,142225,0,7,7220,8,13
04119797,135005,142585,7,4,7580,8,13
0af72fd0,135005,142945,0,10,7940,8,13
0b187795,135005,143305,5,11,8300,8,13
0b0b7d9a,135005,143665,10,11,8660,8,13
06261f7a,135005,144025,10,6,9020,8,13
057e4084,135005,144385,4,5,9380,8,13
03e05d56,337055,337475,6,3,420,8,13
0a4f61a9,337075,337865,9,10,790,8,13
0c000b93,337085,338335,3,12,1250,8,13
0159f265,438125,438525,5,1,400,8,13
069837d9,438275,438935,9,6,660,8,13
03921c0a,438075,439295,10,3,1220,8,13
0873796b,438055,439655,11,8,1600,8,13
0a61ab6c,438215,440015,12,10,1800,8,13
093b6cf2,539385,539775,2,9,390,8,13
07d80db3,539345,540135,3,7,790,8,13
02535243,1025,1535,3,2,510,9,7
0695e810,12025,12485,0,6,460,9,7
06f998d1,12105,12845,1,6,740,9,7
064d6094,12045,13205,2,6,1160,9,7
0697b0d0,12095,13595,5,6,1500,9,7
06284656,12175,13965,0,6,1790,9,7
06752124,12275,14325,1,6,2050,9,7
023e3011,23095,23505,1,2,410,9,7
057cd0d6,34035,34505,1,5,470,9,7
04df78c1,34265,34865,2,4,600,9,7
04724c62,34455,35225,3,4,770,9,7
06069f26,34925,35585,4,6,660,9,7
04696ce3,35025,35945,5,4,920,9,7
032d6121,34815,36305,6,3,1490,9,7
01457ed6,34185,36665,0,1,2480,9,7
0107ae83,35055,37745,3,1,2690,9,7
033870a0,35495,38105,4,3,2610,9,7
04fe91d0,36165,39545,1,4,3380,9,7
01fdd6b6,35985,39905,2,1,3920,9,7
019650a4,36385,40265,3,1,3880,9,7
066333a1,135005,135385,1,6,380,9,7
00da9f83,135005,135745,3,0,740,9,7
017fc515,135005,136105,5,1,1100,9,7
015816d3,135005,136465,3,1,1460,9,7
04bf9c63,135005,137545,3,4,2540,9,7
031559f6,135005,137905,6,3,2900,9,7
0633ed05,135005,138265,5,6,3260,9,7
01cdb122,135005,138625,2,1,3620,9,7
06b4b492,135005,138985,2,6,3980,9,7
0350deb3,135005,139705,3,3,4700,9,7
059a82f3,337025,337415,3,5,390,9,7
06292b34,337095,337775,4,6,680,9,7
0191ae66,337395,338145,6,1,750,9,7
05b36cb1,337355,338515,1,5,1160,9,7
018fdf72,337275,338875,2,1,1600,9,7
0290d443,337265,339235,3,2,1970,9,7
058565f4,337195,339595,4,5,2400,9,7
058db5a2,337485,340025,2,5,2540,9,7
04fb6650,438145,438595,0,4,450,9,7
0436cda1,438105,438955,1,4,850,9,7
001ff441,539115,539505,1,0,390,9,7
0340cd02,539215,540035,2,3,820,9,7
00f72fd5,539645,540765,5,0,1120,9,7
0795e81c,12095,12665,9,7,570,10,14
073e301d,12485,13095,0,7,610,10,14
074d6093,12185,13455,1,7,1270,10,14
0797b0d3,12295,13815,2,7,1520,10,14
07284651,12375,14175,3,7,1800,10,14
07f998db,12365,14545,5,7,2180,10,14
07752129,12475,15115,3,7,2640,10,14
007cd0db,23085,23705,11,0,620,10,14
01457edb,23285,24315,11,1,1030,10,14
02df78c9,34085,34585,5,2,500,10,14
01272773,34345,34945,6,1,600,10,14
0dde9f93,34135,35315,8,13,1180,10,14
022d6121,34395,35685,10,2,1290,10,14
0b069f2c,34525,36055,12,11,1530,10,14
03ff7e53,34335,36415,13,3,2080,10,14
0907ae8d,34595,36775,0,9,2180,10,14
0b724c64,34195,37165,3,11,2970,10,14
01784c5a,34265,37525,4,1,3260,10,14
093d2aa3,34305,37885,5,9,3580,10,14
0d8495c0,34635,38245,6,13,3610,10,14
0da4ec58,34625,38615,8,13,3990,10,14
0c72665b,34825,39045,13,12,4220,10,14
06b582d9,34775,39405,0,6,4630,10,14
05f62635,34895,39795,3,5,4900,10,14
05e28bdc,34715,40155,4,5,5440,10,14
0dfb6659,135005,135385,9,13,380,10,14
02ebc9ab,135005,135745,11,2,740,10,14
04bc4b83,135005,136105,3,4,1100,10,14
0ab49cad,135005,136465,13,10,1460,10,14
0b0042dd,135005,136825,13,11,1820,10,14
04421205,135005,137185,5,4,2180,10,14
0263eae2,135005,137545,2,2,2540,10,14
00b34d8b,135005,137905,11,0,2900,10,14
067be71a,135005,138265,10,6,3260,10,14
025fb4cb,135005,138625,11,2,3620,10,14
0133ed0b,135005,138985,11,1,3980,10,14
0a5007ec,135005,139345,12,10,4340,10,14
08caf2ac,135005,139705,12,8,4700,10,14
09292b39,135005,140065,9,9,5060,10,14
0dfcf0e7,135005,140425,7,13,5420,10,14
0de8a38c,135005,140785,12,13,5780,10,14
0d4266dc,135005,141145,12,13,6140,10,14
0618d884,135005,141505,4,6,6500,10,14
0356786a,135005,141865,10,3,6860,10,14
07e618a7,135005,142585,7,7,7580,10,14
03fdd2a9,135005,142945,9,3,7940,10,14
01c4bd96,135005,143305,6,1,8300,10,14
06e3789a,135005,143665,10,6,8660,10,14
062ed3d1,135005,144025,1,6,9020,10,14
0ab4b494,135005,144385,4,10,9380,10,14
02bb4a3c,135005,144745,12,2,9740,10,14
032e2edb,135005,145105,11,3,10100,10,14
05e05d53,337035,337415,3,5,380,10,14
044f61a6,337095,337805,6,4,710,10,14
0b000b98,337195,338175,8,11,980,10,14
0c61ab6a,337485,338545,10,12,1060,10,14
069837d2,337535,339325,2,6,1790,10,14
09761373,337285,339685,3,9,2400,10,14
0d737966,337375,340075,6,13,2700,10,14
06f0fdc8,337595,340445,8,6,2850,10,14
0d59f263,337475,340955,3,13,3480,10,14
03d80dbd,438265,438805,13,3,540,10,14
09a9b7e0,438195,439165,0,9,970,10,14
0a3b6cf2,438365,439535,2,10,1170,10,14
04d2b795,438435,439925,5,4,1490,10,14
05791861,539345,539995,1,5,650,10,14
07535248,1065,1515,8,7,450,16,10
0695e813,12075,12545,9,6,470,16,10
06284655,12375,12905,0,6,530,16,10
064d6092,12095,13265,1,6,1170,16,10
06056632,12145,13655,4,6,1510,16,10
06752123,12455,14065,8,6,1610,16,10
06f998d8,12325,14515,4,6,2190,16,10
073e3013,23075,23625,3,7,550,16,10
02dcd3d3,23285,24155,3,2,870,16,10
05457ed2,34045,34445,4,5,400,16,10
04272775,34365,34815,6,4,450,16,10
09784c57,34265,35175,7,9,910,16,10
09e28bd0,34875,35535,8,9,660,16,10
05ff7e53,34345,35895,9,5,1550,16,10
09de9f96,34165,36255,0,9,2090,16,10
093d2aa3,34295,36615,1,9,2320,16,10
05724c65,34255,36975,2,5,2720,16,10
00696ce8,34575,37695,4,0,3120,16,10
03726652,34975,38055,5,3,3080,16,10
00572cf5,35885,38415,6,0,2530,16,10
023870a9,35155,38775,7,2,3620,16,10
06fdd6b4,35545,39135,8,6,3590,16,10
0874a022,35655,39495,9,8,3840,16,10
0314c3c2,36065,39855,0,3,3790,16,10
07ccc9d5,35325,40215,1,7,4890,16,10
00069f25,34515,40575,2,0,6060,16,10
07265b64,36365,40935,3,7,4570,16,10
006333a8,36745,41295,4,0,4550,16,10
027be713,36595,41655,5,2,5060,16,10
087d6536,35535,42375,7,8,6840,16,10
02241855,36635,42735,8,2,6100,16,10
04fdd2a2,36505,43095,9,4,6590,16,10
092554f2,36655,43455,0,9,6800,16,10
00c603b9,36725,43815,1,0,7090,16,10
01b4b493,135005,135745,3,1,740,16,10
01b36cb1,135005,136105,1,1,1100,16,10
09cde4d7,135005,136825,7,9,1820,16,10
04c9c2e9,135005,137185,9,4,2180,16,10
034f61a5,135005,137545,5,3,2540,16,10
00cee615,135005,137905,5,0,2900,16,10
08b80a81,135005,138265,1,8,3260,16,10
02a4b159,135005,138625,9,2,3620,16,10
07488786,135005,138985,6,7,3980,16,10
0590d441,135005,139345,1,5,4340,16,10
09fcf0e8,135005,139705,8,9,4700,16,10
087ca592,135005,140065,2,8,5060,16,10
030042d3,135005,140425,3,3,5420,16,10
05d2b793,135005,141145,3,5,6140,16,10
000168a6,135005,141505,6,0,6500,16,10
07f41132,135005,141865,2,7,6860,16,10
0233ed03,135005,142225,3,2,7220,16,10
0959dba0,337095,337555,0,9,460,16,10
05b3b7f3,337525,337945,3,5,420,16,10
026abc45,337175,338665,5,2,1490,16,10
00fcd846,337725,339025,6,0,1300,16,10
02e5ebd9,337715,339755,9,2,2040,16,10
01df5fa0,337615,340115,0,1,2500,16,10
033cfca1,337775,340475,1,3,2700,16,10
07794f22,337645,340835,2,7,3190,16,10
09521323,337695,341195,3,9,3500,16,10
0769ab45,337425,341565,5,7,4140,16,10
02b6afb4,438325,438855,4,2,530,16,10
0683dc95,438445,439215,5,6,770,16,10
05148757,438485,439585,7,5,1100,16,10
040e5368,438475,439945,8,4,1470,16,10
07290ef9,438415,440305,9,7,1890,16,10
095e7884,438675,440735,4,9,2060,16,10
00dbf6b5,438655,441095,5,0,2440,16,10
07fb4ae0,539085,539565,0,7,480,16,10
093050d3,539465,540105,3,9,640,16,10
039fdec4,539565,540465,4,3,900,16,10
0775f4b5,539355,540825,5,7,1470,16,10
03024416,539685,541185,6,3,1500,16,10
09e1bd18,539665,541555,8,9,1890,16,10
0d535247,1035,1615,7,13,580,7,14
0405663b,12165,12545,3,4,380,7,14
044d6092,12095,12935,6,4,840,7,14
0495e815,12045,13305,8,4,1260,7,14
0297b0d1,23085,23505,1,2,420,7,14
0a3f1761,23445,24115,1,10,670,7,14
04dcd3dd,34025,34425,11,4,400,7,14
03272773,34365,34795,13,3,430,7,14
0c457ed7,34115,35155,0,12,1040,7,14
09724c69,34215,35515,1,9,1300,7,14
04b22804,35125,35875,2,4,750,7,14
08f62633,34995,36235,3,8,1240,7,14
00de9f9d,34175,36595,4,0,2420,7,14
02069f29,34575,36955,5,2,2380,7,14
04ccc9dd,35255,37315,6,4,2060,7,14
08ff7e5d,34315,37675,7,8,3360,7,14
0b784c53,34285,38035,8,11,3750,7,14
07cdb8f1,34495,38395,9,7,3900,7,14
0374a029,35645,39475,12,3,3830,7,14
0903e961,35325,39835,13,9,4510,7,14
093870a3,35065,40195,0,9,5130,7,14
03845aa8,35195,40565,2,3,5370,7,14
01572cfa,35805,40925,3,1,5120,7,14
027d6538,35465,41285,4,2,5820,7,14
0963eaea,35665,41655,6,9,5990,7,14
0c8bdf27,36075,42015,7,12,5940,7,14
0ca4ec54,34755,42375,8,12,7620,7,14
0d8495c0,34845,42735,9,13,7890,7,14
0330acab,35945,43095,10,3,7150,7,14
05e618a6,36085,43815,12,5,7730,7,14
0214c3cc,36005,44175,13,2,8170,7,14
0b8fdf72,135005,135385,2,11,380,7,14
01fb6657,135005,135745,7,1,740,7,14
0a6adab9,135005,136105,9,10,1100,7,14
029e94ed,135005,136465,13,2,1460,7,14
074bf941,135005,136825,1,7,1820,7,14
01b34d87,135005,137185,7,1,2180,7,14
0c502bc7,135005,137545,7,12,2540,7,14
076333a9,135005,137905,9,7,2900,7,14
081559f5,135005,138265,5,8,3260,7,14
02e37896,135005,138625,6,2,3620,7,14
02ccec2c,135005,138985,12,2,3980,7,14
039e739a,135005,139345,10,3,4340,7,14
062ae3f9,135005,139705,9,6,4700,7,14
06dbc264,135005,140065,4,6,5060,7,14
0140cd05,135005,140785,5,1,5780,7,14
09102c3a,135005,141145,10,9,6140,7,14
01187791,135005,141505,1,1,6500,7,14
00cde4d6,135005,141865,6,0,6860,7,14
07bf9c67,135005,142225,7,7,7220,7,14
002554fc,135005,142585,12,0,7580,7,14
0730762b,135005,142945,11,7,7940,7,14
05d945c9,135005,143305,9,5,8300,7,14
0d12f967,135005,143665,7,13,8660,7,14
005007e1,135005,144025,1,0,9020,7,14
0ca595b2,135005,144385,2,12,9380,7,14
0bff29c9,135005,144745,9,11,9740,7,14
098565fd,135005,145105,13,9,10100,7,14
005e276b,337045,337575,11,0,530,7,14
0c72db64,438035,438465,4,12,430,7,14
00371955,438105,438825,5,0,720,7,14
0771a46c,438185,439295,12,7,1110,7,14
04b49ca1,438025,439685,1,4,1660,7,14
00807695,539235,539685,5,0,450,7,14
02535240,1005,1435,0,2,430,8,3
0195e812,12025,12445,0,1,420,8,3
014d6091,12105,12815,2,1,710,8,3
01f998d2,12255,13175,0,1,920,8,3
01752121,12365,13545,2,1,1180,8,3
023f1761,34065,34445,0,2,380,8,3
027cd0d2,34055,34805,1,2,750,8,3
022d6120,135005,135745,0,2,740,8,3
00b582d1,135005,136105,1,0,1100,8,3
008495c1,135005,136825,1,0,1820,8,3
01845aa2,135005,137185,2,1,2180,8,3
0063eae2,337045,337455,2,0,410,8,3
00572cf1,337105,338175,1,0,1070,8,3
014b3412,438085,438815,2,1,730,8,3
0250deb1,539215,539645,1,2,430,8,3
09535245,1005,1455,5,9,450,11,10
0595e815,12055,12505,7,5,450,11,10
05284651,12315,12865,8,5,550,11,10
05056630,12115,13225,9,5,1110,11,10
054d6091,12105,13615,2,5,1510,11,10
0597b0d0,12165,13975,3,5,1810,11,10
05f998d6,12215,14365,6,5,2150,11,10
053e3011,12375,14735,8,5,2360,11,10
007cd0d1,23105,23585,1,0,480,11,10
063d2aa1,23445,24115,1,6,670,11,10
02ff7e53,34075,34525,8,2,450,11,10
05696ce2,34435,34895,0,5,460,11,10
01b582d0,34595,35265,2,1,670,11,10
072d6122,34235,35625,3,7,1390,11,10
08069f20,34365,35985,4,8,1620,11,10
00272771,34165,36345,5,0,2180,11,10
08cdb8f8,34295,36705,6,8,2410,11,10
05ccc9d3,34955,37425,8,5,2470,11,10
02b22809,34775,37795,0,2,3020,11,10
06845aa4,34925,38155,1,6,3230,11,10
047d6538,35155,38515,2,4,3360,11,10
073b8137,34975,38875,3,7,3900,11,10
0914c3c4,35715,39235,4,9,3520,11,10
07e618a8,35825,39595,5,7,3770,11,10
090f3788,35965,39955,6,9,3990,11,10
05449234,35625,40315,7,5,4690,11,10
00a12894,35985,40675,8,0,4690,11,10
09b34d80,35865,41045,0,9,5180,11,10
0350deb6,36005,41405,1,3,5400,11,10
069650a8,35635,41765,2,6,6130,11,10
02265b64,36095,42125,3,2,6030,11,10
0599bf16,135005,135385,6,5,380,11,10
09e37896,135005,135745,6,9,740,11,10
09cdb126,135005,136105,6,9,1100,11,10
09caf2a8,135005,136465,8,9,1460,11,10
04e94df8,135005,137185,8,4,2180,11,10
06eed569,135005,137545,9,6,2540,11,10
067ca599,135005,137905,9,6,2900,11,10
01513ae0,135005,138625,0,1,3620,11,10
05d945c9,135005,138985,9,5,3980,11,10
0125a775,135005,139345,5,1,4340,11,10
099a82f6,135005,140065,6,9,5060,11,10
00f72fd7,135005,140785,7,0,5780,11,10
0065d932,135005,141145,2,0,6140,11,10
0571a460,135005,141505,0,5,6500,11,10
001451c1,135005,141865,1,0,6860,11,10
063327e0,135005,142225,0,6,7220,11,10
05ea7667,337085,337495,7,5,410,11,10
035c4706,539065,539535,6,3,470,11,10
08535241,1045,1575,1,8,530,3,10
0595e814,12085,12525,8,5,440,3,10
054d6098,12145,13015,6,5,870,3,10
05056630,12245,13375,7,5,1130,3,10
0597b0d9,23035,23545,9,5,510,3,10
09284653,34135,34525,8,9,390,3,10
037cd0d0,34255,34885,9,3,630,3,10
08cdb8f7,34655,35245,0,8,590,3,10
053e3010,34205,36685,4,5,2480,3,10
00069f28,34755,37045,5,0,2290,3,10
093f1769,34335,37405,6,9,3070,3,10
01272777,34595,37765,7,1,3170,3,10
06784c50,34505,38125,8,6,3620,3,10
03dcd3d1,34395,38485,9,3,4090,3,10
0907ae89,34805,38845,0,9,4040,3,10
06ff7e52,34575,39205,1,6,4630,3,10
003b8135,35545,39565,2,0,4020,3,10
052d6127,34615,39925,3,5,5310,3,10
06de9f97,34465,40285,4,6,5820,3,10
04e28bd2,34995,40645,5,4,5650,3,10
088495c5,34935,41015,7,8,6080,3,10
04b582d7,35055,41375,8,4,6320,3,10
05f62631,35155,41735,9,5,6580,3,10
05b22800,35305,42095,0,5,6790,3,10
06572cf2,135005,135385,2,6,380,3,10
0030aca5,135005,135745,5,0,740,3,10
01e618a3,135005,136105,3,1,1100,3,10
030f3788,135005,136465,8,3,1460,3,10
00265b62,135005,136825,2,0,1820,3,10
08502bc1,135005,137185,1,8,2180,3,10
067be711,135005,137545,1,6,2540,3,10
05c603b8,135005,137905,8,5,2900,3,10
08a4b153,135005,138265,3,8,3260,3,10
0574a027,135005,138625,7,5,3620,3,10
051559f6,337035,337475,6,5,440,3,10
089a18f7,438065,438555,7,8,490,3,10
09da9f81,438165,438965,1,9,800,3,10
06d60b79,539085,539615,9,6,530,3,10
00535242,1045,1475,2,0,430,9,3
0295e811,12065,12465,1,2,400,9,3
0297b0d1,12235,13185,0,2,950,9,3
02056632,12195,13545,1,2,1350,9,3
02752120,12345,14265,0,2,1920,9,3
013e3012,23075,23485,2,1,410,9,3
00de9f92,23455,23875,2,0,420,9,3
02784c51,34075,34805,1,2,730,9,3
02a4ec51,34425,35525,0,2,1100,9,3
008495c0,34465,35885,1,0,1420,9,3
01b22800,34885,36245,2,1,1360,9,3
0162ad50,35515,36605,0,1,1090,9,3
0003e960,35115,36965,1,0,1850,9,3
0174a021,35555,37325,2,1,1770,9,3
0003e960,35115,38045,1,0,2930,9,3
0174a021,35555,38405,2,1,2850,9,3
0279a0b0,135005,135385,0,2,380,9,3
00c4bd92,135005,135745,2,0,740,9,3
01bc05b1,135005,136105,1,1,1100,9,3
02a4b150,135005,136465,0,2,1460,9,3
01d7f0c1,135005,137185,1,1,2180,9,3
017edc80,337035,337415,0,1,380,9,3
0125a772,337105,337785,2,1,680,9,3
012ed3d0,438085,438495,0,1,410,9,3
01cdb122,438155,438865,2,1,710,9,3
04535242,1075,1475,2,4,400,6,9
0895e813,12055,12565,6,8,510,6,9
084d6098,12125,12975,1,8,850,6,9
08056633,23035,23505,3,8,470,6,9
04752123,23325,24015,3,4,690,6,9
053e3014,34045,34445,0,5,400,6,9
00724c66,34445,35195,4,0,750,6,9
03784c56,34475,35555,5,3,1080,6,9
083f1767,34185,35915,6,8,1730,6,9
00726658,35335,36275,7,0,940,6,9
05dcd3d7,34205,36635,8,5,2430,6,9
0707ae84,35065,36995,0,7,1930,6,9
052d6124,34775,37355,1,5,2580,6,9
05b582d4,35245,37715,2,5,2470,6,9
05696ce3,34985,38075,3,5,3090,6,9
06cdb8f3,34825,38435,4,6,3610,6,9
038495c3,35145,38795,5,3,3650,6,9
0703e964,35775,39155,6,7,3380,6,9
05fdd6b3,36045,39515,7,5,3470,6,9
053870a6,35455,39875,8,5,4420,6,9
08e28bd4,35235,40235,0,8,5000,6,9
02421203,35505,40595,1,2,5090,6,9
0114c3c5,36455,40955,2,1,4500,6,9
000f3784,36655,41675,4,0,5020,6,9
06449238,36375,42035,5,6,5660,6,9
08e618a8,36565,42395,6,8,5830,6,9
03502bc5,37015,42755,7,3,5740,6,9
03265b67,36835,43115,8,3,6280,6,9
052ae3f7,135005,135385,7,5,380,6,9
01599fa2,135005,135745,2,1,740,6,9
078565f7,135005,136105,7,7,1100,6,9
05c603b5,135005,136465,5,5,1460,6,9
07307625,135005,136825,5,7,1820,6,9
034569f2,135005,137185,2,3,2180,6,9
00ec0d74,135005,137545,4,0,2540,6,9
0825a770,135005,137905,0,8,2900,6,9
0228f1f1,135005,138265,1,2,3260,6,9
00a0c8e3,135005,138625,3,0,3620,6,9
089a82f7,135005,138985,7,8,3980,6,9
0299bf15,135005,139705,5,2,4700,6,9
05da9f88,135005,140065,8,5,5060,6,9
08e32492,135005,140425,2,8,5420,6,9
02ccec22,135005,140785,2,2,5780,6,9
08a595b2,135005,141505,2,8,6500,6,9
00fb6658,337035,337515,8,0,480,6,9
00119794,337225,337945,4,0,720,6,9
06ae2b55,337115,338305,5,6,1190,6,9
051ff448,337315,338695,8,5,1380,6,9
08e94df5,337205,339145,5,8,1940,6,9
0890b2a4,539105,539555,4,8,450,6,9
036adab1,539125,540005,1,3,880,6,9
07535242,1055,1475,2,7,420,16,9
0495e813,12065,12565,6,4,500,16,9
047cd0d6,12445,12925,7,4,480,16,9
043e3011,12385,13285,8,4,900,16,9
04284652,12315,13655,1,4,1340,16,9
044d6095,12125,14015,2,4,1890,16,9
04f998d4,12225,14375,3,4,2150,16,9
04056636,12195,15095,5,4,2900,16,9
04dcd3d8,12575,15455,6,4,2880,16,9
04752121,12375,15865,1,4,3490,16,9
04457ed6,12675,16225,2,4,3550,16,9
04df78c8,12725,16615,5,4,3890,16,9
04de9f96,12765,16975,6,4,4210,16,9
02724c67,23035,23415,7,2,380,16,9
00696ce7,23425,23925,7,0,500,16,9
05a4ec57,23545,24435,7,5,890,16,9
078495c4,34025,34565,6,7,540,16,9
05e28bd3,34115,35295,0,5,1180,16,9
07fdd6b3,34925,35655,1,7,730,16,9
0062ad57,35005,36015,2,0,1010,16,9
05449235,35175,36375,3,5,1200,16,9
07726652,34215,36735,4,7,2520,16,9
0250deb2,35845,37095,5,2,1250,16,9
05845aa3,34565,37455,6,5,2890,16,9
0103e960,34675,37815,7,1,3140,16,9
04572cf2,35165,38175,8,4,3010,16,9
039650a5,35185,38535,0,3,3350,16,9
0014c3c6,35295,38895,1,0,3600,16,9
05e618a5,35475,39255,2,5,3780,16,9
062554f8,36305,39615,3,6,3310,16,9
02241856,36245,39975,4,2,3730,16,9
